"","stars","review_count","BikeParking","BusinessParking","HasTV","NoiseLevel","review_count.1","hours.time"
"2129",3.5,182,TRUE,"YES",TRUE,"average",182,85
"2130",3.5,70,TRUE,"NO",TRUE,"average",70,39
"2131",3.5,32,FALSE,"NO",TRUE,"average",32,72
"2132",3.5,69,TRUE,"YES",TRUE,"average",69,77
"2135",4,29,TRUE,"YES",TRUE,"average",29,49
"2136",2,64,TRUE,"YES",TRUE,"very_loud",64,62
"2140",4,151,TRUE,"YES",FALSE,"average",151,33
"2141",3.5,51,FALSE,"YES",TRUE,"average",51,82
"2142",4,39,FALSE,"YES",TRUE,"average",39,77
"2143",2.5,35,FALSE,"YES",TRUE,"quiet",35,79
"2147",4,90,TRUE,"NO",TRUE,"loud",90,56
"2148",3,11,FALSE,"YES",TRUE,"very_loud",11,120
"2150",4,104,TRUE,"YES",TRUE,"average",104,123
"2151",3.5,27,TRUE,"YES",TRUE,"average",27,108.5
"2152",3.5,301,TRUE,"YES",TRUE,"average",301,105
"2153",4,183,FALSE,"YES",FALSE,"average",183,34
"2155",3.5,13,TRUE,"YES",TRUE,"loud",13,64
"2156",4,70,TRUE,"YES",TRUE,"average",70,66.5
"2159",3,52,TRUE,"YES",TRUE,"average",52,85.5
"2161",4,61,TRUE,"YES",FALSE,"average",61,39
"2165",2.5,21,TRUE,"NO",TRUE,"very_loud",21,99
"2168",3.5,16,FALSE,"YES",TRUE,"average",16,96
"2169",3,69,TRUE,"YES",TRUE,"loud",69,79
"2170",5,8,TRUE,"NO",TRUE,"average",8,105
"2174",4,7,TRUE,"NO",TRUE,"average",7,105
"2175",3,50,FALSE,"YES",TRUE,"average",50,58.5
"2177",4,169,TRUE,"YES",TRUE,"average",169,71
"2178",4,5,TRUE,"YES",TRUE,"loud",5,3
"2179",3,81,TRUE,"YES",TRUE,"average",81,25
"2180",4,34,TRUE,"YES",TRUE,"average",34,54
"2182",3.5,73,TRUE,"YES",TRUE,"loud",73,100.5
"2184",3,104,TRUE,"YES",TRUE,"average",104,86
"2186",4.5,137,FALSE,"YES",TRUE,"average",137,51.5
"2193",3.5,55,TRUE,"YES",TRUE,"loud",55,81
"2194",3.5,216,TRUE,"YES",TRUE,"average",216,86
"2195",4,25,TRUE,"YES",TRUE,"quiet",25,83
"2196",4,67,TRUE,"YES",TRUE,"average",67,97
"2198",2.5,126,TRUE,"YES",TRUE,"average",126,84
"2199",3,88,TRUE,"NO",FALSE,"average",88,68
"2202",4,24,TRUE,"YES",TRUE,"average",24,105
"2203",3.5,114,FALSE,"YES",FALSE,"loud",114,62
"2204",3.5,175,TRUE,"YES",FALSE,"average",175,62.5
"2207",4,42,FALSE,"YES",TRUE,"quiet",42,74
"2210",3.5,77,FALSE,"YES",TRUE,"loud",77,94
"2212",3.5,22,FALSE,"YES",TRUE,"quiet",22,69
"2213",4,42,FALSE,"YES",TRUE,"average",42,32
"2214",3,6,FALSE,"YES",TRUE,"very_loud",6,89
"2215",3.5,94,TRUE,"YES",TRUE,"average",94,79
"2216",3,118,TRUE,"YES",FALSE,"average",118,77
"2217",3.5,305,TRUE,"NO",FALSE,"average",305,83
"2219",3.5,125,TRUE,"YES",FALSE,"average",125,45.5
"2227",4,21,TRUE,"YES",TRUE,"average",21,104
"2228",3,32,TRUE,"YES",TRUE,"average",32,88
"2229",4,116,TRUE,"YES",FALSE,"quiet",116,26
"2231",4.5,83,TRUE,"YES",TRUE,"average",83,95
"2233",3.5,6,FALSE,"NO",FALSE,"quiet",6,35
"2235",3.5,42,FALSE,"YES",TRUE,"average",42,79
"2236",3,96,TRUE,"YES",TRUE,"loud",96,77
"2240",4,18,FALSE,"YES",TRUE,"loud",18,91.5
"2242",3.5,136,FALSE,"YES",TRUE,"average",136,84
"2244",3,161,TRUE,"YES",TRUE,"loud",161,95
"2246",4,75,TRUE,"YES",TRUE,"average",75,36
"2249",3.5,86,TRUE,"YES",TRUE,"average",86,35
"2250",3.5,29,FALSE,"NO",TRUE,"average",29,105
"2256",3.5,178,TRUE,"YES",TRUE,"loud",178,87
"2259",2,38,TRUE,"YES",TRUE,"very_loud",38,95.5
"2261",4,532,TRUE,"YES",TRUE,"average",532,59
"2264",3.5,28,FALSE,"YES",TRUE,"average",28,93
"2266",3.5,58,TRUE,"NO",TRUE,"average",58,64
"2267",3.5,54,TRUE,"YES",TRUE,"average",54,47
"2271",4,37,FALSE,"NO",TRUE,"quiet",37,107
"2272",4.5,19,TRUE,"YES",FALSE,"average",19,71.5
"2273",3,15,TRUE,"YES",TRUE,"average",15,21.5
"2274",4.5,75,TRUE,"YES",FALSE,"quiet",75,24
"2275",3.5,31,FALSE,"YES",TRUE,"quiet",31,22
"2279",4,103,FALSE,"YES",TRUE,"average",103,48.5
"2281",3,167,TRUE,"YES",TRUE,"average",167,89
"2283",3,61,FALSE,"YES",TRUE,"average",61,98
"2284",3.5,20,TRUE,"YES",FALSE,"very_loud",20,34
"2285",4,29,TRUE,"NO",TRUE,"loud",29,143.5
"2287",4,98,TRUE,"YES",TRUE,"average",98,86
"2293",4,94,TRUE,"YES",TRUE,"average",94,105
"2294",4,21,TRUE,"YES",TRUE,"loud",21,86
"2295",3.5,48,FALSE,"YES",TRUE,"average",48,92
"2296",4,257,TRUE,"YES",TRUE,"average",257,78
"2298",3,130,FALSE,"YES",TRUE,"average",130,72
"2302",4,30,TRUE,"YES",TRUE,"loud",30,105
"2303",4,652,TRUE,"YES",TRUE,"loud",652,83.5
"2305",4.5,148,FALSE,"YES",TRUE,"average",148,56
"2308",3.5,94,TRUE,"YES",TRUE,"loud",94,68
"2309",4,37,TRUE,"YES",FALSE,"average",37,48
"2310",4.5,27,TRUE,"YES",TRUE,"quiet",27,70
"2311",4,158,FALSE,"YES",TRUE,"average",158,38
"2312",4,294,TRUE,"YES",TRUE,"average",294,57
"2313",3,100,TRUE,"YES",TRUE,"average",100,92
"2314",4,300,TRUE,"YES",TRUE,"average",300,41.5
"2315",4,317,TRUE,"YES",FALSE,"average",317,35
"2316",4,477,TRUE,"YES",FALSE,"average",477,52
"2317",3,198,TRUE,"YES",TRUE,"average",198,100
"2318",3.5,75,TRUE,"NO",TRUE,"quiet",75,78
"2324",3.5,121,TRUE,"YES",TRUE,"average",121,79
"2325",4.5,111,TRUE,"YES",TRUE,"quiet",111,44
"2329",4,387,TRUE,"YES",TRUE,"average",387,93
"2330",3.5,202,TRUE,"YES",TRUE,"average",202,63
"2336",4,83,TRUE,"YES",TRUE,"average",83,84
"2339",3.5,52,TRUE,"YES",TRUE,"average",52,91.5
"2341",4,42,TRUE,"YES",TRUE,"average",42,103
"2343",4,297,TRUE,"YES",TRUE,"average",297,74
"2344",2.5,54,FALSE,"NO",TRUE,"average",54,105
"2345",3,21,TRUE,"YES",TRUE,"average",21,99
"2348",4.5,8,TRUE,"NO",TRUE,"loud",8,102
"2349",3.5,35,TRUE,"YES",TRUE,"loud",35,115.5
"2350",3.5,73,FALSE,"YES",TRUE,"quiet",73,168
"2351",4,84,TRUE,"YES",TRUE,"average",84,101.9
"2353",3.5,35,TRUE,"YES",TRUE,"average",35,94
"2355",3.5,35,TRUE,"YES",TRUE,"loud",35,96
"2356",4,99,TRUE,"YES",TRUE,"average",99,79
"2359",2.5,95,TRUE,"YES",TRUE,"average",95,81
"2360",3,64,TRUE,"YES",TRUE,"average",64,75.5
"2363",4,3,TRUE,"NO",TRUE,"average",3,72
"2366",3.5,52,TRUE,"YES",TRUE,"average",52,100
"2368",3.5,101,TRUE,"YES",TRUE,"loud",101,105
"2371",4,192,TRUE,"YES",FALSE,"average",192,70
"2373",4,109,TRUE,"YES",FALSE,"quiet",109,42
"2374",3.5,229,TRUE,"YES",TRUE,"very_loud",229,92
"2378",3.5,203,TRUE,"YES",TRUE,"average",203,59
"2379",3.5,55,TRUE,"YES",TRUE,"average",55,104
"2380",2.5,71,FALSE,"NO",TRUE,"average",71,108.5
"2384",4,179,TRUE,"YES",TRUE,"average",179,77
"2390",4,106,FALSE,"YES",TRUE,"loud",106,53
"2391",3.5,358,TRUE,"YES",TRUE,"average",358,135.5
"2392",4.5,8,TRUE,"YES",TRUE,"average",8,50
"2394",4,114,FALSE,"YES",TRUE,"average",114,77
"2395",3,76,TRUE,"YES",TRUE,"very_loud",76,55
"2397",3,20,TRUE,"YES",TRUE,"average",20,119
"2398",4,94,TRUE,"YES",TRUE,"average",94,56
"2400",3,54,TRUE,"YES",TRUE,"loud",54,105
"2402",3.5,528,TRUE,"YES",TRUE,"average",528,31
"2403",3,39,TRUE,"YES",TRUE,"average",39,79
"2404",4.5,90,FALSE,"YES",TRUE,"quiet",90,45
"2405",3,50,TRUE,"YES",TRUE,"very_loud",50,27.5
"2406",4,74,TRUE,"YES",TRUE,"average",74,98
"2407",4,190,TRUE,"YES",TRUE,"average",190,100.5
"2409",3,150,TRUE,"NO",TRUE,"very_loud",150,99
"2414",3.5,25,TRUE,"YES",TRUE,"very_loud",25,54
"2415",4.5,17,TRUE,"NO",TRUE,"loud",17,77
"2417",3,49,FALSE,"YES",TRUE,"average",49,68
"2418",3.5,139,TRUE,"YES",TRUE,"average",139,32
"2419",3.5,8,TRUE,"NO",TRUE,"average",8,105
"2420",4,150,TRUE,"YES",TRUE,"quiet",150,37
"2421",2.5,12,TRUE,"YES",FALSE,"quiet",12,48
"2425",3.5,5,TRUE,"YES",TRUE,"average",5,94.5
"2426",3.5,99,TRUE,"YES",TRUE,"average",99,79
"2429",3.5,118,TRUE,"YES",TRUE,"average",118,79
"2431",3,56,TRUE,"NO",TRUE,"quiet",56,77
"2433",3.5,65,FALSE,"YES",TRUE,"average",65,68.5
"2434",4,68,FALSE,"YES",TRUE,"average",68,71
"2436",4,31,FALSE,"YES",TRUE,"average",31,79
"2439",4,6,TRUE,"YES",TRUE,"quiet",6,77.5
"2440",3,65,TRUE,"YES",TRUE,"average",65,105
"2442",4,44,FALSE,"YES",TRUE,"loud",44,69
"2444",3.5,64,TRUE,"YES",FALSE,"average",64,109.5
"2446",3,17,TRUE,"YES",TRUE,"average",17,45
"2451",4,28,FALSE,"NO",TRUE,"average",28,117
"2454",3,34,TRUE,"YES",TRUE,"average",34,81
"2457",4,260,TRUE,"YES",TRUE,"average",260,79.5
"2461",4,23,TRUE,"YES",TRUE,"quiet",23,66
"2464",3,100,FALSE,"YES",TRUE,"average",100,76
"2468",4.5,9,FALSE,"NO",TRUE,"average",9,88
"2469",3.5,21,TRUE,"YES",TRUE,"average",21,99
"2470",4,486,TRUE,"YES",TRUE,"loud",486,85
"2472",3,73,FALSE,"YES",TRUE,"average",73,79
"2474",2.5,19,TRUE,"YES",TRUE,"average",19,108
"2479",3.5,8,TRUE,"NO",TRUE,"average",8,111
"2480",3,40,FALSE,"NO",TRUE,"very_loud",40,97
"2482",3.5,123,TRUE,"YES",TRUE,"average",123,30
"2485",2.5,23,TRUE,"YES",TRUE,"quiet",23,101
"2491",4,13,TRUE,"NO",TRUE,"quiet",13,46
"2492",3.5,103,TRUE,"YES",TRUE,"loud",103,92
"2494",3.5,74,FALSE,"YES",TRUE,"average",74,92
"2496",3.5,21,FALSE,"YES",TRUE,"quiet",21,76
"2498",3,37,TRUE,"YES",TRUE,"very_loud",37,35
"2500",4,70,TRUE,"YES",TRUE,"loud",70,64
"2501",3,105,TRUE,"YES",TRUE,"average",105,69
"2503",3.5,23,TRUE,"NO",TRUE,"very_loud",23,107
"2504",3.5,190,FALSE,"YES",TRUE,"loud",190,74
"2507",4.5,5,TRUE,"YES",TRUE,"average",5,89
"2508",3,24,TRUE,"NO",TRUE,"average",24,108.5
"2510",3.5,164,FALSE,"YES",TRUE,"loud",164,72
"2514",4,230,TRUE,"YES",TRUE,"average",230,109
"2515",3.5,58,TRUE,"YES",TRUE,"average",58,108.5
"2516",3.5,38,TRUE,"YES",TRUE,"average",38,76
"2517",3,117,TRUE,"YES",TRUE,"loud",117,95
"2518",3,9,TRUE,"NO",TRUE,"average",9,77
"2519",3.5,24,TRUE,"YES",TRUE,"average",24,92
"2520",4,63,TRUE,"YES",TRUE,"very_loud",63,24
"2522",4,5,TRUE,"NO",FALSE,"very_loud",5,56
"2523",4,127,TRUE,"YES",TRUE,"average",127,58
"2524",4.5,27,TRUE,"YES",FALSE,"average",27,58.5
"2526",3,69,TRUE,"NO",TRUE,"average",69,48
"2528",4.5,59,TRUE,"YES",TRUE,"average",59,44
"2530",4,290,TRUE,"YES",TRUE,"loud",290,87
"2531",3.5,135,TRUE,"YES",TRUE,"average",135,79
"2537",3.5,508,TRUE,"YES",TRUE,"average",508,71.5
"2539",4.5,48,TRUE,"NO",TRUE,"average",48,43
"2540",4,19,FALSE,"YES",TRUE,"quiet",19,102
"2541",3.5,117,TRUE,"YES",TRUE,"average",117,106
"2544",4,91,TRUE,"YES",TRUE,"average",91,101.5
"2545",3.5,45,TRUE,"YES",TRUE,"quiet",45,82.5
"2546",3.5,166,TRUE,"YES",TRUE,"average",166,86
"2547",1.5,75,TRUE,"NO",TRUE,"average",75,93
"2549",4,160,FALSE,"YES",TRUE,"average",160,108.5
"2555",4,45,FALSE,"NO",TRUE,"average",45,78
"2559",4.5,209,FALSE,"YES",FALSE,"average",209,46
"2560",3.5,39,TRUE,"YES",TRUE,"average",39,103
"2562",3.5,251,TRUE,"YES",TRUE,"average",251,107
"2565",3,192,TRUE,"YES",TRUE,"loud",192,79
"2569",3.5,79,FALSE,"YES",TRUE,"average",79,61.5
"2571",4,145,TRUE,"YES",TRUE,"loud",145,70
"2573",4,115,TRUE,"YES",TRUE,"average",115,59
"2577",3.5,80,TRUE,"YES",TRUE,"average",80,84
"2578",3.5,27,TRUE,"YES",TRUE,"quiet",27,78
"2582",4,85,TRUE,"YES",FALSE,"average",85,76
"2589",3.5,19,FALSE,"YES",TRUE,"average",19,50
"2590",3.5,82,TRUE,"YES",TRUE,"average",82,72
"2594",4,50,TRUE,"NO",TRUE,"quiet",50,68
"2595",4,334,FALSE,"YES",TRUE,"average",334,26
"2597",4,26,TRUE,"YES",TRUE,"loud",26,58
"2604",3,44,FALSE,"YES",TRUE,"very_loud",44,105
"2611",3,54,TRUE,"YES",FALSE,"average",54,30
"2612",4.5,19,TRUE,"YES",TRUE,"quiet",19,60
"2613",4.5,393,TRUE,"YES",TRUE,"loud",393,94.5
"2614",3.5,43,TRUE,"YES",TRUE,"average",43,105
"2616",3.5,125,FALSE,"YES",TRUE,"quiet",125,75
"2617",3.5,40,FALSE,"NO",TRUE,"quiet",40,79
"2618",3,54,FALSE,"YES",TRUE,"average",54,88
"2621",3.5,170,TRUE,"YES",TRUE,"average",170,36
"2625",2.5,29,TRUE,"YES",TRUE,"very_loud",29,41
"2628",4,18,TRUE,"YES",TRUE,"average",18,92
"2630",3,54,FALSE,"YES",TRUE,"average",54,103
"2635",4.5,3,TRUE,"YES",TRUE,"loud",3,86.5
"2636",4,789,TRUE,"YES",TRUE,"average",789,92
"2639",3.5,118,FALSE,"YES",TRUE,"quiet",118,43
"2640",2.5,47,TRUE,"YES",TRUE,"average",47,83
"2641",3.5,18,FALSE,"YES",FALSE,"average",18,27
"2644",2.5,62,TRUE,"YES",FALSE,"average",62,31
"2646",3.5,463,TRUE,"YES",FALSE,"average",463,78
"2647",3.5,127,TRUE,"YES",TRUE,"average",127,73.5
"2650",3,32,TRUE,"NO",FALSE,"average",32,88.5
"2651",3.5,223,TRUE,"YES",TRUE,"loud",223,92
"2654",4,199,TRUE,"YES",FALSE,"average",199,45
"2658",4,47,TRUE,"YES",TRUE,"average",47,101.5
"2659",4,294,TRUE,"YES",TRUE,"average",294,85
"2662",4,115,TRUE,"YES",TRUE,"average",115,126
"2666",4,115,TRUE,"YES",TRUE,"average",115,56
"2669",3.5,86,TRUE,"YES",TRUE,"average",86,79
"2670",4,93,TRUE,"YES",TRUE,"average",93,45
"2671",4,148,TRUE,"YES",TRUE,"average",148,105
"2675",3,76,TRUE,"YES",TRUE,"average",76,86
"2677",3,34,TRUE,"YES",TRUE,"average",34,39
"2679",4.5,82,TRUE,"YES",TRUE,"average",82,52
"2680",3,60,TRUE,"YES",TRUE,"average",60,106
"2683",4.5,81,TRUE,"YES",FALSE,"average",81,69
"2685",3.5,75,FALSE,"YES",TRUE,"average",75,90
"2686",4,30,TRUE,"YES",TRUE,"average",30,76
"2687",2.5,186,TRUE,"YES",FALSE,"average",186,77
"2689",3,32,FALSE,"YES",TRUE,"very_loud",32,42
"2690",2,130,TRUE,"YES",TRUE,"average",130,74
"2693",3,4,TRUE,"NO",TRUE,"loud",4,69
"2694",4,25,TRUE,"YES",TRUE,"quiet",25,36
"2696",4,11,TRUE,"NO",TRUE,"average",11,105
"2699",3,58,TRUE,"YES",TRUE,"average",58,110
"2702",3,37,TRUE,"YES",TRUE,"loud",37,92
"2703",3.5,48,TRUE,"NO",TRUE,"loud",48,112.5
"2704",3,73,TRUE,"YES",TRUE,"average",73,85
"2707",4,145,FALSE,"YES",TRUE,"quiet",145,85.5
"2709",4,16,TRUE,"YES",TRUE,"quiet",16,35
"2713",4,26,TRUE,"YES",TRUE,"loud",26,106
"2714",3.5,74,TRUE,"YES",TRUE,"average",74,57
"2715",4,23,FALSE,"YES",TRUE,"average",23,58
"2717",4,72,TRUE,"YES",TRUE,"average",72,80.5
"2718",4,80,TRUE,"YES",TRUE,"average",80,84
"2719",2.5,7,TRUE,"NO",TRUE,"loud",7,103
"2722",3.5,39,TRUE,"YES",FALSE,"average",39,57.5
"2723",3.5,26,FALSE,"NO",TRUE,"average",26,75
"2727",3.5,286,TRUE,"YES",TRUE,"average",286,103
"2728",3.5,46,TRUE,"YES",TRUE,"very_loud",46,72
"2730",3,45,TRUE,"YES",TRUE,"average",45,45
"2732",3.5,46,FALSE,"YES",TRUE,"average",46,79
"2735",3,11,FALSE,"YES",TRUE,"average",11,129.5
"2737",4,255,TRUE,"YES",TRUE,"average",255,40.5
"2739",4,116,TRUE,"YES",TRUE,"average",116,31
"2741",4,426,TRUE,"YES",TRUE,"loud",426,118
"2742",3,227,TRUE,"YES",TRUE,"average",227,98
"2744",3,27,TRUE,"YES",TRUE,"average",27,70
"2746",3.5,83,TRUE,"YES",TRUE,"average",83,112
"2748",4.5,4,TRUE,"NO",TRUE,"loud",4,108.5
"2749",4.5,118,TRUE,"YES",FALSE,"average",118,105
"2751",3.5,50,FALSE,"YES",TRUE,"loud",50,47.5
"2755",3,18,FALSE,"YES",TRUE,"loud",18,101
"2756",3.5,69,TRUE,"YES",TRUE,"average",69,106
"2757",3.5,16,TRUE,"YES",TRUE,"quiet",16,56
"2759",3.5,9,TRUE,"YES",TRUE,"loud",9,75
"2761",3,35,TRUE,"YES",TRUE,"average",35,82
"2763",3,72,TRUE,"YES",TRUE,"average",72,105.25
"2764",3.5,106,TRUE,"YES",TRUE,"average",106,73
"2766",4,22,TRUE,"YES",TRUE,"loud",22,86.5
"2767",2.5,26,TRUE,"NO",TRUE,"average",26,101
"2768",4,101,FALSE,"YES",TRUE,"quiet",101,90
"2769",2,22,FALSE,"YES",TRUE,"very_loud",22,21
"2773",3,85,TRUE,"YES",TRUE,"average",85,81
"2774",3.5,290,TRUE,"YES",TRUE,"average",290,71.5
"2775",4,139,FALSE,"YES",TRUE,"loud",139,36
"2778",3.5,82,TRUE,"YES",TRUE,"average",82,61
"2779",4.5,117,TRUE,"YES",TRUE,"quiet",117,68
"2780",3.5,24,TRUE,"YES",TRUE,"average",24,83.5
"2781",3,16,TRUE,"YES",TRUE,"average",16,80.5
"2782",4,178,FALSE,"YES",FALSE,"average",178,33
"2784",4,60,TRUE,"YES",TRUE,"average",60,105
"2785",4.5,20,FALSE,"YES",TRUE,"average",20,94
"2787",3.5,7,TRUE,"YES",TRUE,"average",7,92
"2788",4,199,TRUE,"YES",TRUE,"average",199,36
"2790",3.5,41,TRUE,"YES",TRUE,"average",41,112
"2791",4,204,TRUE,"YES",TRUE,"loud",204,107.5
"2792",3.5,105,TRUE,"YES",TRUE,"average",105,53.5
"2793",4,27,TRUE,"YES",TRUE,"average",27,103
"2797",3.5,223,TRUE,"YES",TRUE,"loud",223,93
"2799",3.5,142,TRUE,"YES",TRUE,"average",142,79
"2800",4,30,TRUE,"YES",TRUE,"average",30,93
"2801",3.5,81,TRUE,"YES",TRUE,"average",81,29
"2802",4.5,43,FALSE,"YES",TRUE,"loud",43,83
"2803",3.5,5,FALSE,"YES",TRUE,"average",5,107.5
"2805",4,79,TRUE,"YES",TRUE,"average",79,60
"2809",3.5,120,FALSE,"YES",TRUE,"average",120,92
"2811",3.5,46,TRUE,"YES",TRUE,"average",46,105
"2812",2.5,107,FALSE,"YES",TRUE,"average",107,96
"2815",2.5,41,TRUE,"NO",TRUE,"average",41,115.5
"2816",4,366,TRUE,"YES",TRUE,"average",366,79
"2818",3,5,TRUE,"YES",TRUE,"average",5,74
"2819",3,36,FALSE,"YES",TRUE,"loud",36,101
"2821",3.5,131,FALSE,"YES",TRUE,"loud",131,77
"2826",3.5,95,FALSE,"YES",TRUE,"average",95,79
"2828",2.5,59,TRUE,"YES",TRUE,"loud",59,87
"2829",3.5,99,TRUE,"YES",TRUE,"average",99,85
"2838",4,63,TRUE,"YES",TRUE,"average",63,66
"2840",4,172,TRUE,"YES",TRUE,"average",172,81
"2841",4,31,TRUE,"YES",TRUE,"average",31,98
"2842",4,10,FALSE,"YES",FALSE,"quiet",10,35
"2845",4,166,TRUE,"YES",TRUE,"average",166,87.5
"2848",3,89,TRUE,"YES",TRUE,"loud",89,105
"2849",3,28,FALSE,"YES",TRUE,"average",28,100
"2850",4,68,TRUE,"YES",TRUE,"average",68,82.5
"2851",3.5,8,TRUE,"NO",TRUE,"very_loud",8,104
"2857",2,9,FALSE,"NO",TRUE,"very_loud",9,40
"2858",3,51,TRUE,"YES",TRUE,"very_loud",51,18
"2860",3.5,167,TRUE,"YES",TRUE,"average",167,81
"2861",4.5,71,TRUE,"NO",TRUE,"average",71,88
"2862",4,14,TRUE,"NO",TRUE,"average",14,122.5
"2863",3,301,TRUE,"YES",TRUE,"average",301,81
"2864",4,34,TRUE,"YES",TRUE,"average",34,104
"2868",3.5,36,FALSE,"YES",TRUE,"average",36,108.5
"2871",3.5,10,TRUE,"YES",TRUE,"loud",10,115.5
