"","stars","review_count","BikeParking","BusinessParking","HasTV","NoiseLevel","review_count.1","hours.time"
"2872",4,231,TRUE,"YES",TRUE,"average",231,99
"2873",4.5,100,TRUE,"YES",TRUE,"loud",100,32
"2877",4,573,TRUE,"YES",TRUE,"average",573,85
"2879",4,63,TRUE,"YES",FALSE,"average",63,77
"2881",4,974,TRUE,"YES",TRUE,"average",974,77.5
"2884",3,68,TRUE,"NO",TRUE,"average",68,97
"2885",3.5,169,TRUE,"YES",TRUE,"average",169,92
"2888",3.5,49,FALSE,"YES",TRUE,"average",49,70
"2892",4,113,TRUE,"YES",TRUE,"average",113,23.25
"2893",3.5,84,TRUE,"YES",TRUE,"average",84,76
"2894",4,91,TRUE,"YES",TRUE,"quiet",91,35.5
"2896",4.5,154,TRUE,"YES",FALSE,"average",154,61
"2898",3.5,45,TRUE,"YES",TRUE,"loud",45,56
"2900",4.5,211,TRUE,"YES",TRUE,"average",211,86
"2902",4,48,FALSE,"YES",TRUE,"average",48,90
"2907",4,111,FALSE,"YES",TRUE,"average",111,84
"2908",3.5,117,FALSE,"YES",TRUE,"quiet",117,45
"2910",4,75,FALSE,"NO",FALSE,"average",75,24
"2911",3.5,93,TRUE,"YES",TRUE,"average",93,91
"2913",3.5,185,TRUE,"YES",FALSE,"average",185,77
"2914",4.5,60,TRUE,"YES",TRUE,"average",60,89
"2915",4,13,TRUE,"YES",TRUE,"average",13,76.5
"2917",3.5,129,TRUE,"YES",FALSE,"average",129,66
"2918",2.5,76,TRUE,"YES",TRUE,"quiet",76,74
"2919",4.5,39,TRUE,"NO",TRUE,"quiet",39,74
"2923",4.5,79,TRUE,"YES",TRUE,"loud",79,79
"2924",4,239,TRUE,"YES",TRUE,"average",239,96
"2925",3,30,TRUE,"YES",TRUE,"loud",30,60
"2926",4,79,TRUE,"YES",TRUE,"loud",79,105
"2928",4,15,TRUE,"YES",TRUE,"average",15,94
"2930",3.5,60,FALSE,"YES",TRUE,"average",60,60
"2932",3,69,FALSE,"YES",TRUE,"average",69,95
"2934",3.5,113,FALSE,"YES",TRUE,"quiet",113,76.5
"2935",4,108,FALSE,"YES",TRUE,"average",108,55
"2936",5,4,FALSE,"NO",TRUE,"average",4,64
"2937",3.5,40,TRUE,"YES",TRUE,"quiet",40,34
"2940",3.5,109,TRUE,"YES",TRUE,"loud",109,104
"2941",3.5,50,TRUE,"YES",TRUE,"average",50,70
"2942",3,47,FALSE,"YES",TRUE,"average",47,79
"2943",4,511,FALSE,"YES",TRUE,"average",511,53
"2946",4,72,TRUE,"YES",TRUE,"average",72,105
"2948",4,17,FALSE,"NO",TRUE,"average",17,71
"2952",4,47,TRUE,"YES",TRUE,"average",47,67
"2953",4.5,40,TRUE,"YES",FALSE,"average",40,56
"2954",4.5,35,TRUE,"YES",TRUE,"average",35,48
"2958",3.5,10,TRUE,"YES",TRUE,"average",10,108.5
"2961",4,71,TRUE,"YES",TRUE,"very_loud",71,86.5
"2962",2,35,TRUE,"YES",TRUE,"quiet",35,79
"2964",4.5,534,TRUE,"YES",TRUE,"average",534,66
"2969",4,14,TRUE,"NO",TRUE,"average",14,91
"2970",4,244,TRUE,"YES",TRUE,"average",244,66
"2971",4,17,TRUE,"NO",TRUE,"average",17,103.5
"2973",4,155,TRUE,"YES",TRUE,"average",155,95
"2974",4.5,575,TRUE,"YES",TRUE,"average",575,88
"2977",4,88,TRUE,"NO",TRUE,"quiet",88,77.5
"2980",3,58,TRUE,"YES",TRUE,"average",58,95
"2981",3.5,61,FALSE,"YES",TRUE,"loud",61,38
"2982",4,112,TRUE,"YES",TRUE,"average",112,102
"2984",3,20,FALSE,"YES",TRUE,"very_loud",20,108.5
"2985",2.5,16,TRUE,"YES",TRUE,"quiet",16,75
"2988",3.5,72,TRUE,"YES",TRUE,"average",72,105
"2989",3.5,40,TRUE,"NO",TRUE,"quiet",40,80.5
"2992",4.5,37,FALSE,"NO",TRUE,"quiet",37,57
"2993",4,138,TRUE,"YES",TRUE,"average",138,34.5
"2996",3,70,TRUE,"YES",TRUE,"loud",70,71
"2998",3,164,TRUE,"YES",FALSE,"average",164,72
"2999",3.5,34,TRUE,"YES",TRUE,"average",34,108.5
"3000",3,92,TRUE,"YES",TRUE,"average",92,61
"3004",3.5,25,TRUE,"YES",TRUE,"average",25,99
"3005",3,44,TRUE,"YES",TRUE,"average",44,66
"3009",4,40,TRUE,"YES",TRUE,"quiet",40,52.5
"3010",3.5,34,TRUE,"NO",TRUE,"average",34,105
"3011",3,37,FALSE,"YES",TRUE,"average",37,92
"3012",4,676,TRUE,"YES",TRUE,"loud",676,78
"3013",4.5,64,TRUE,"YES",TRUE,"average",64,108.5
"3015",3.5,28,FALSE,"YES",TRUE,"quiet",28,54
"3016",4.5,83,TRUE,"YES",TRUE,"average",83,77
"3019",4,200,TRUE,"YES",TRUE,"average",200,62
"3021",4,124,TRUE,"YES",TRUE,"average",124,51
"3023",4.5,179,FALSE,"YES",TRUE,"average",179,36
"3026",3,25,TRUE,"NO",TRUE,"average",25,101
"3027",3,14,FALSE,"YES",TRUE,"average",14,87.5
"3028",3.5,61,TRUE,"YES",TRUE,"average",61,75
"3029",3,58,TRUE,"NO",TRUE,"average",58,95
"3030",3.5,48,TRUE,"YES",TRUE,"average",48,80
"3031",4.5,7,FALSE,"YES",FALSE,"loud",7,77
"3035",4.5,43,TRUE,"YES",FALSE,"average",43,66
"3037",2.5,34,FALSE,"YES",TRUE,"very_loud",34,105
"3038",2.5,46,TRUE,"YES",TRUE,"loud",46,101
"3041",4.5,55,TRUE,"YES",TRUE,"loud",55,84
"3043",3,7,TRUE,"YES",TRUE,"loud",7,112
"3044",3,72,TRUE,"YES",TRUE,"average",72,60.5
"3046",3,31,FALSE,"YES",TRUE,"average",31,112
"3048",3.5,194,TRUE,"YES",TRUE,"average",194,98
"3052",3.5,71,TRUE,"YES",TRUE,"average",71,99
"3056",3.5,73,FALSE,"YES",TRUE,"average",73,88
"3057",4,60,FALSE,"YES",TRUE,"quiet",60,59.5
"3058",3.5,10,TRUE,"NO",TRUE,"average",10,105
"3060",3,188,TRUE,"YES",TRUE,"average",188,112
"3061",3.5,48,FALSE,"YES",TRUE,"average",48,54.5
"3062",3,71,TRUE,"YES",TRUE,"average",71,79
"3063",3,57,TRUE,"YES",TRUE,"average",57,67
"3064",4,7,TRUE,"YES",TRUE,"very_loud",7,101.5
"3072",4.5,50,TRUE,"NO",TRUE,"very_loud",50,32
"3073",3.5,56,TRUE,"YES",TRUE,"average",56,77
"3074",3.5,216,TRUE,"YES",TRUE,"average",216,80
"3075",2.5,8,FALSE,"YES",TRUE,"loud",8,81
"3076",3.5,60,TRUE,"YES",TRUE,"loud",60,90
"3079",3,17,TRUE,"YES",TRUE,"loud",17,64.5
"3080",2.5,14,TRUE,"NO",TRUE,"quiet",14,52
"3081",4,90,TRUE,"YES",TRUE,"average",90,77
"3082",3,63,TRUE,"YES",TRUE,"average",63,92
"3084",2.5,12,TRUE,"YES",TRUE,"loud",12,95
"3085",4.5,88,TRUE,"YES",TRUE,"average",88,86
"3086",4,343,TRUE,"YES",TRUE,"loud",343,83
"3087",4,231,TRUE,"YES",TRUE,"average",231,71.25
"3088",2.5,53,FALSE,"YES",TRUE,"loud",53,100
"3089",3.5,61,TRUE,"YES",TRUE,"average",61,70
"3090",2.5,157,FALSE,"YES",TRUE,"very_loud",157,96
"3091",3.5,116,FALSE,"YES",TRUE,"quiet",116,78
"3092",4,159,TRUE,"YES",TRUE,"average",159,80
"3094",3,60,FALSE,"YES",TRUE,"average",60,92
"3095",2.5,66,TRUE,"YES",TRUE,"average",66,92
"3096",3.5,3,TRUE,"NO",TRUE,"average",3,39.5
"3097",3.5,83,TRUE,"NO",TRUE,"average",83,108.5
"3099",2.5,8,TRUE,"YES",TRUE,"average",8,72
"3100",4.5,51,TRUE,"YES",TRUE,"average",51,72
"3103",4,10,FALSE,"YES",TRUE,"average",10,108.5
"3104",3.5,83,FALSE,"YES",FALSE,"average",83,98
"3105",4,96,TRUE,"YES",TRUE,"loud",96,45
"3106",3.5,27,TRUE,"YES",TRUE,"average",27,33
"3110",3.5,63,TRUE,"YES",TRUE,"average",63,67
"3115",4,276,TRUE,"YES",TRUE,"average",276,70.5
"3116",4,15,TRUE,"YES",FALSE,"quiet",15,64.5
"3117",4,64,TRUE,"NO",TRUE,"loud",64,90
"3119",3,30,TRUE,"YES",TRUE,"average",30,79
"3121",4.5,187,TRUE,"YES",TRUE,"average",187,64
"3128",4,40,FALSE,"YES",TRUE,"average",40,59
"3131",4,8,TRUE,"NO",TRUE,"loud",8,86
"3138",3.5,12,TRUE,"YES",TRUE,"quiet",12,73.5
"3139",3,11,TRUE,"YES",TRUE,"loud",11,88.5
"3140",3.5,60,TRUE,"YES",TRUE,"quiet",60,108
"3141",3,93,TRUE,"YES",FALSE,"average",93,60
"3142",2,25,TRUE,"YES",TRUE,"quiet",25,127
"3143",3.5,41,TRUE,"YES",TRUE,"average",41,57
"3145",2.5,38,TRUE,"YES",TRUE,"loud",38,62.5
"3146",3.5,76,TRUE,"YES",TRUE,"very_loud",76,56.5
"3152",4,121,TRUE,"YES",TRUE,"average",121,39
"3153",4,295,TRUE,"YES",TRUE,"average",295,79
"3155",2.5,40,FALSE,"YES",TRUE,"average",40,82
"3156",3.5,32,TRUE,"YES",TRUE,"average",32,74
"3157",4,139,TRUE,"YES",FALSE,"average",139,64.5
"3158",4,103,FALSE,"YES",TRUE,"average",103,68.5
"3162",3,14,TRUE,"NO",TRUE,"average",14,51
"3163",3,17,FALSE,"YES",TRUE,"very_loud",17,86
"3165",4.5,21,TRUE,"YES",TRUE,"average",21,44.5
"3166",2.5,43,TRUE,"NO",TRUE,"loud",43,63
"3167",2.5,74,TRUE,"YES",TRUE,"loud",74,105
"3170",4,277,TRUE,"YES",TRUE,"average",277,57
"3174",3.5,50,TRUE,"YES",TRUE,"average",50,66
"3177",2.5,42,FALSE,"YES",TRUE,"average",42,55
"3181",4,63,TRUE,"YES",TRUE,"loud",63,59
"3182",4,183,TRUE,"YES",FALSE,"average",183,70
"3184",3.5,60,TRUE,"YES",TRUE,"average",60,108.5
"3186",4,105,FALSE,"YES",TRUE,"average",105,109.5
"3187",3.5,51,TRUE,"YES",TRUE,"average",51,70
"3189",4,44,FALSE,"YES",TRUE,"average",44,76
"3190",2.5,8,TRUE,"YES",TRUE,"quiet",8,46
"3196",4,71,TRUE,"YES",TRUE,"average",71,59
"3199",3,61,TRUE,"NO",TRUE,"average",61,76
"3203",4,464,TRUE,"YES",TRUE,"average",464,88
"3205",4.5,182,TRUE,"YES",TRUE,"average",182,42
"3209",4,141,FALSE,"YES",TRUE,"average",141,76
"3210",4,119,TRUE,"YES",TRUE,"quiet",119,60
"3211",4,147,TRUE,"YES",TRUE,"average",147,104
"3212",4,318,TRUE,"YES",TRUE,"average",318,80
"3213",3.5,77,TRUE,"YES",FALSE,"loud",77,53.5
"3217",2.5,130,TRUE,"YES",TRUE,"average",130,105
"3219",3,31,TRUE,"YES",TRUE,"average",31,108
"3220",3,32,TRUE,"YES",TRUE,"loud",32,101
"3222",4,109,TRUE,"YES",TRUE,"average",109,80
"3226",4,89,FALSE,"YES",TRUE,"quiet",89,25
"3230",4,347,TRUE,"YES",TRUE,"average",347,79
"3232",4.5,114,TRUE,"YES",TRUE,"average",114,75
"3233",4,108,TRUE,"YES",TRUE,"average",108,30
"3235",3.5,100,TRUE,"YES",FALSE,"average",100,28
"3236",3,170,TRUE,"YES",TRUE,"loud",170,48
"3240",2.5,53,FALSE,"YES",TRUE,"average",53,79
"3241",3.5,164,FALSE,"YES",TRUE,"average",164,110
"3245",4,5,TRUE,"NO",TRUE,"quiet",5,140
"3249",3.5,61,FALSE,"YES",TRUE,"average",61,79
"3250",4.5,140,FALSE,"YES",TRUE,"average",140,56
"3251",3,80,TRUE,"YES",TRUE,"loud",80,99
"3254",4,60,TRUE,"YES",TRUE,"average",60,46
"3257",3,67,FALSE,"YES",TRUE,"loud",67,99
"3262",4.5,186,TRUE,"YES",TRUE,"average",186,38
"3263",4,31,TRUE,"YES",TRUE,"loud",31,108.5
"3264",3,10,FALSE,"NO",TRUE,"average",10,86
"3268",4,83,TRUE,"YES",TRUE,"average",83,37.5
"3272",3,82,TRUE,"YES",TRUE,"average",82,99
"3274",4,293,TRUE,"YES",TRUE,"average",293,62.5
"3276",4,32,TRUE,"YES",TRUE,"loud",32,40
"3277",4.5,127,TRUE,"NO",TRUE,"average",127,48
"3278",2.5,125,TRUE,"YES",TRUE,"very_loud",125,86
"3279",3,177,TRUE,"YES",TRUE,"loud",177,100
"3283",3,78,TRUE,"YES",TRUE,"average",78,105
"3285",3,27,TRUE,"YES",TRUE,"very_loud",27,70
"3286",3.5,224,TRUE,"YES",TRUE,"average",224,27
"3290",4,43,TRUE,"NO",FALSE,"quiet",43,35
"3291",3.5,10,FALSE,"NO",TRUE,"average",10,105
"3294",3,56,FALSE,"NO",TRUE,"quiet",56,99.5
"3295",3.5,15,TRUE,"NO",TRUE,"average",15,130
"3296",3.5,28,TRUE,"YES",TRUE,"average",28,77.5
"3297",2.5,14,FALSE,"NO",TRUE,"loud",14,105
"3299",3,68,FALSE,"YES",TRUE,"average",68,92
"3300",3.5,71,TRUE,"YES",TRUE,"average",71,98
"3301",3.5,28,TRUE,"YES",TRUE,"very_loud",28,36
"3302",3,41,TRUE,"YES",TRUE,"loud",41,77
"3304",4,232,TRUE,"YES",TRUE,"average",232,102
"3306",2.5,31,FALSE,"YES",TRUE,"loud",31,92
"3314",3,62,FALSE,"YES",TRUE,"average",62,86
"3318",4.5,28,FALSE,"YES",TRUE,"loud",28,73.5
"3323",4,83,TRUE,"YES",TRUE,"average",83,91
"3324",2.5,14,TRUE,"NO",TRUE,"loud",14,100
"3327",3.5,46,FALSE,"YES",TRUE,"average",46,50.5
"3328",3.5,99,TRUE,"NO",TRUE,"average",99,74
"3329",3,34,TRUE,"NO",TRUE,"very_loud",34,60.5
"3330",4,95,TRUE,"YES",FALSE,"average",95,109
"3332",3,76,TRUE,"YES",TRUE,"average",76,92
"3333",3,139,FALSE,"YES",TRUE,"average",139,93
"3334",2.5,6,FALSE,"YES",TRUE,"very_loud",6,76
"3335",3.5,122,TRUE,"YES",TRUE,"loud",122,120
"3336",4,143,TRUE,"YES",TRUE,"average",143,93
"3338",4,270,TRUE,"YES",TRUE,"average",270,43
"3339",2.5,45,FALSE,"NO",TRUE,"loud",45,79
"3344",4.5,42,TRUE,"YES",TRUE,"quiet",42,73
"3347",4,33,FALSE,"YES",TRUE,"average",33,78.5
"3352",3,139,FALSE,"YES",TRUE,"average",139,60
"3355",2.5,7,TRUE,"YES",TRUE,"very_loud",7,35
"3357",4.5,25,FALSE,"YES",TRUE,"quiet",25,114
"3360",3.5,176,TRUE,"YES",TRUE,"average",176,108
"3362",3.5,53,TRUE,"YES",TRUE,"loud",53,86
"3364",3.5,36,TRUE,"YES",TRUE,"loud",36,91
"3365",4,67,TRUE,"YES",TRUE,"average",67,106
"3369",4.5,59,TRUE,"YES",TRUE,"average",59,50
"3371",3.5,51,TRUE,"NO",TRUE,"average",51,115.5
"3373",3.5,56,FALSE,"NO",TRUE,"average",56,62.5
"3375",4,80,TRUE,"YES",TRUE,"average",80,53
"3377",3.5,31,TRUE,"YES",TRUE,"loud",31,70
"3378",3,34,TRUE,"YES",TRUE,"average",34,90
"3386",3.5,42,TRUE,"YES",TRUE,"very_loud",42,129
"3389",4,128,TRUE,"YES",TRUE,"average",128,79
"3395",4,313,TRUE,"YES",TRUE,"average",313,75.5
"3398",4,94,TRUE,"YES",TRUE,"average",94,84
"3403",3,47,TRUE,"YES",TRUE,"loud",47,93
"3404",3,56,FALSE,"YES",TRUE,"very_loud",56,102
"3408",4,406,TRUE,"YES",TRUE,"average",406,110.5
"3409",3.5,95,TRUE,"YES",TRUE,"average",95,73
"3413",4,82,TRUE,"YES",TRUE,"quiet",82,33.5
"3414",3.5,82,TRUE,"YES",TRUE,"quiet",82,59.5
"3415",3,88,TRUE,"YES",TRUE,"quiet",88,78
"3423",4,74,TRUE,"YES",TRUE,"average",74,76
"3424",3,39,FALSE,"YES",TRUE,"very_loud",39,104
"3428",3.5,230,TRUE,"YES",TRUE,"average",230,97
"3429",3.5,21,TRUE,"NO",TRUE,"quiet",21,106
"3431",3.5,77,TRUE,"YES",TRUE,"average",77,138
"3435",3.5,118,TRUE,"YES",TRUE,"average",118,82
"3439",3.5,22,TRUE,"NO",TRUE,"average",22,107.5
"3441",3.5,89,TRUE,"YES",TRUE,"average",89,74
"3444",3,64,TRUE,"YES",TRUE,"average",64,101.5
"3445",4,51,TRUE,"YES",TRUE,"average",51,89
"3448",2.5,110,FALSE,"YES",TRUE,"loud",110,92
"3450",3.5,377,TRUE,"YES",TRUE,"average",377,70.5
"3455",3,47,FALSE,"YES",TRUE,"very_loud",47,105
"3456",3,54,TRUE,"NO",TRUE,"very_loud",54,105
"3457",3.5,31,TRUE,"YES",TRUE,"average",31,31
"3459",4,64,TRUE,"YES",TRUE,"average",64,111.5
"3462",3.5,107,FALSE,"YES",TRUE,"average",107,93
"3463",3.5,116,TRUE,"YES",TRUE,"average",116,66
"3465",3.5,74,TRUE,"YES",TRUE,"average",74,92
"3466",3,174,TRUE,"YES",TRUE,"loud",174,86
"3470",4.5,22,TRUE,"NO",TRUE,"average",22,88
"3471",3,72,TRUE,"YES",FALSE,"average",72,92
"3475",3.5,74,TRUE,"YES",TRUE,"quiet",74,36.5
"3479",3.5,25,TRUE,"YES",TRUE,"average",25,47.5
"3480",4.5,7,FALSE,"NO",TRUE,"average",7,89.5
"3481",4.5,209,TRUE,"YES",TRUE,"average",209,67
"3484",3,27,TRUE,"NO",TRUE,"average",27,62
"3485",4,20,TRUE,"NO",TRUE,"loud",20,69
"3487",4,13,FALSE,"YES",TRUE,"average",13,105
"3495",4,430,TRUE,"YES",FALSE,"average",430,26
"3497",4.5,313,FALSE,"YES",TRUE,"average",313,49.5
"3498",3,37,TRUE,"YES",TRUE,"very_loud",37,93
"3499",4,208,TRUE,"YES",TRUE,"average",208,30
"3502",4.5,135,TRUE,"YES",TRUE,"average",135,57
"3507",4,16,TRUE,"YES",TRUE,"quiet",16,58
"3509",3,34,TRUE,"NO",FALSE,"average",34,73
"3510",3.5,102,FALSE,"YES",FALSE,"quiet",102,46
"3511",4,27,TRUE,"YES",TRUE,"average",27,77.5
"3512",3,102,TRUE,"YES",TRUE,"average",102,88
"3513",4,171,TRUE,"YES",TRUE,"average",171,53
"3514",4,83,TRUE,"YES",TRUE,"loud",83,59
"3515",3.5,9,FALSE,"NO",TRUE,"average",9,111
"3519",3.5,30,TRUE,"YES",TRUE,"very_loud",30,40
"3523",4.5,45,TRUE,"YES",TRUE,"average",45,105
"3525",3.5,35,FALSE,"YES",FALSE,"average",35,80
"3528",3.5,103,TRUE,"YES",TRUE,"average",103,91
"3534",3.5,135,TRUE,"YES",TRUE,"quiet",135,39
"3535",3,31,TRUE,"YES",TRUE,"loud",31,105
"3536",4,262,TRUE,"YES",TRUE,"average",262,117
"3539",4,64,TRUE,"YES",FALSE,"loud",64,68
"3540",3,380,TRUE,"YES",TRUE,"loud",380,95.5
"3541",4.5,194,TRUE,"YES",TRUE,"average",194,83
"3545",4,79,TRUE,"YES",TRUE,"quiet",79,78
"3547",3.5,125,FALSE,"YES",TRUE,"average",125,69
"3548",4,58,TRUE,"NO",TRUE,"average",58,52
"3550",2.5,11,FALSE,"YES",FALSE,"very_loud",11,119
"3554",3.5,96,TRUE,"YES",TRUE,"average",96,53
"3555",3,29,FALSE,"NO",TRUE,"very_loud",29,79
"3556",2.5,58,FALSE,"YES",TRUE,"loud",58,38.5
"3561",4,147,TRUE,"YES",TRUE,"average",147,63
"3563",3.5,157,TRUE,"YES",TRUE,"average",157,74
"3564",3,12,FALSE,"YES",TRUE,"loud",12,99
"3565",3.5,80,TRUE,"YES",TRUE,"average",80,94
"3566",4,102,TRUE,"YES",TRUE,"average",102,67
"3567",3.5,139,TRUE,"YES",TRUE,"loud",139,83
"3570",3,25,TRUE,"YES",TRUE,"loud",25,58
"3572",4,21,TRUE,"YES",TRUE,"quiet",21,68
"3573",4,30,TRUE,"YES",TRUE,"loud",30,62
"3575",4,105,TRUE,"YES",TRUE,"average",105,91.5
"3576",3.5,5,TRUE,"NO",TRUE,"average",5,75
"3578",3.5,142,TRUE,"YES",TRUE,"average",142,86
"3579",3.5,85,TRUE,"YES",TRUE,"average",85,91
"3580",4,239,TRUE,"YES",TRUE,"average",239,85
"3581",4.5,171,TRUE,"YES",TRUE,"average",171,118.5
"3583",3,87,TRUE,"YES",TRUE,"average",87,80
"3586",4,88,FALSE,"YES",TRUE,"quiet",88,75.5
"3587",3,115,TRUE,"YES",TRUE,"average",115,105
"3589",3.5,155,TRUE,"YES",TRUE,"average",155,104.5
"3591",4.5,13,FALSE,"NO",TRUE,"loud",13,93
"3592",3.5,251,TRUE,"YES",TRUE,"average",251,105
"3593",4,188,TRUE,"YES",TRUE,"average",188,66
"3594",5,6,TRUE,"YES",TRUE,"average",6,95.25
"3595",4,926,TRUE,"YES",TRUE,"average",926,79
"3596",4,12,TRUE,"NO",TRUE,"loud",12,80
"3597",2,25,TRUE,"YES",TRUE,"average",25,100
"3598",4,48,TRUE,"YES",TRUE,"average",48,66
"3601",3,27,TRUE,"NO",TRUE,"average",27,84
"3604",3.5,5,TRUE,"YES",TRUE,"quiet",5,30
"3605",3.5,199,TRUE,"YES",TRUE,"average",199,78
"3612",4,233,TRUE,"YES",TRUE,"average",233,61.5
"3613",4,102,TRUE,"YES",FALSE,"average",102,98
"3615",4,88,FALSE,"YES",TRUE,"average",88,71
"3619",2.5,10,TRUE,"YES",TRUE,"average",10,114
"3620",2,32,TRUE,"YES",TRUE,"loud",32,48
"3621",2.5,48,TRUE,"YES",TRUE,"average",48,115.5
"3623",4.5,55,TRUE,"YES",TRUE,"average",55,75
"3624",3.5,46,TRUE,"YES",TRUE,"average",46,77
"3625",3,58,TRUE,"YES",TRUE,"very_loud",58,105
"3628",4,33,TRUE,"YES",TRUE,"average",33,104
"3629",3,138,TRUE,"YES",TRUE,"average",138,70
"3630",4.5,161,TRUE,"YES",TRUE,"average",161,25
